PeakID (cmd=annotatePeaks.pl DN1_less_accessible_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1593	chr14	70989490	70990178	+	0	NA	Intergenic	Intergenic	99727	NM_001302095	14586	Mm.32619	NM_008115	ENSMUSG00000022103	Gfra2	-	glial cell line derived neurotrophic factor family receptor alpha 2	protein-coding
1599	chr14	74928994	74929273	+	0	NA	intron (NM_001033439, intron 1 of 19)	B4|SINE|B4	18744	NM_001033439	380916	Mm.288868	NM_001033439	ENSMUSG00000068015	Lrch1	4832412D13Rik|AI552548|AW215503|Chdc1|mKIAA1016	leucine-rich repeats and calponin homology (CH) domain containing 1	protein-coding
1459	chr13	37475753	37476043	+	0	NA	Intergenic	Intergenic	130553	NM_010745	17084	Mm.2639	NM_010745	ENSMUSG00000021423	Ly86	MD-1|MD1|ly86_tv2	lymphocyte antigen 86	protein-coding
13	chr1	33436338	33436518	+	0	NA	Intergenic	Intergenic	233366	NM_008922	19076	Mm.27705	NM_008922	ENSMUSG00000026134	Prim2	AI323589	DNA primase, p58 subunit	protein-coding
728	chr6	66256601	66256791	+	0	NA	Intergenic	RMER19C|LTR|ERVK	-15809	NR_136927	102633773	Mm.272086	NR_136927	ENSMUSG00000107653	Gm31520	-	sterol-C5-desaturase pseudogene	pseudo
1895	chr18	6145041	6145368	+	0	NA	Intergenic	Intergenic	-9106	NM_029277	75415	Mm.239675	NM_029277	ENSMUSG00000041225	Arhgap12	2810011M08Rik	Rho GTPase activating protein 12	protein-coding
1445	chr13	26609782	26609970	+	0	NA	Intergenic	ORR1B1|LTR|ERVL-MaLR	160289	NM_008232	15192	Mm.7411	NM_008232	ENSMUSG00000045835	Hdgfl1	4921520N01Rik|HRP-1|Hdgfrp1|Pwwp1	HDGF like 1	protein-coding
1820	chr17	45828609	45829009	+	0	NA	Intergenic	Intergenic	52643	NR_152136	75154	Mm.399341	NR_152136		4930542M03Rik	-	RIKEN cDNA 4930542M03 gene	ncRNA
1145	chr10	25207850	25208109	+	0	NA	intron (NM_018747, intron 7 of 7)	intron (NM_018747, intron 7 of 7)	-7809	NM_001347460	432442	Mm.485937	NM_018747	ENSMUSG00000039166	Akap7	6430401D08|AI662165|AKAP15|Akap18|BB170514	A kinase (PRKA) anchor protein 7	protein-coding
318	chr3	9546927	9547090	+	0	NA	intron (NM_133218, intron 2 of 8)	intron (NM_133218, intron 2 of 8)	63077	NM_133218	170753	Mm.212908	NM_133218	ENSMUSG00000040209	Zfp704	C030026M03|C030034L19Rik|Gig1|Znf704	zinc finger protein 704	protein-coding
50	chr1	84614875	84615134	+	0	NA	intron (NM_152915, intron 1 of 12)	MLTR14|LTR|ERV1	-80835	NR_039588	100628595		NR_039588	ENSMUSG00000093254	Mir5126	mir-5126|mmu-mir-5126|mu-mir-5126	microRNA 5126	ncRNA
989	chr8	81742627	81742789	+	0	NA	intron (NM_001297593, intron 3 of 23)	intron (NM_001297593, intron 3 of 23)	400146	NM_001024617	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
218	chr2	77203086	77203261	+	0	NA	intron (NM_175465, intron 10 of 17)	intron (NM_175465, intron 10 of 17)	-32538	NM_001025576	545428	Mm.26579	NM_001025576	ENSMUSG00000044033	Ccdc141	2610301F02Rik|CAMDI	coiled-coil domain containing 141	protein-coding
683	chr6	6263487	6263684	+	0	NA	intron (NR_136905, intron 1 of 3)	MLT1B|LTR|ERVL-MaLR	14926	NR_136906	101056138	Mm.389085	NR_136904	ENSMUSG00000093482	Gm20619	-	predicted gene 20619	ncRNA
2030	chrX	109175090	109175516	+	0	NA	Intergenic	RMER17B|LTR|ERVK	-21453	NM_001037917	622976	Mm.482747	NM_001037917	ENSMUSG00000048621	Gm6377	EG622976	predicted gene 6377	protein-coding
1967	chr19	7557874	7558154	+	0	NA	intron (NM_001362425, intron 2 of 4)	intron (NM_001362425, intron 2 of 4)	529	NM_001362425	225845	Mm.274810	NM_139269	ENSMUSG00000060675	Plaat3	AdPLA|C78643|HRSL3|Hrasls3|Hrev107|MLP-3|Pla2g16	phospholipase A and acyltransferase 3	protein-coding
1603	chr14	75909340	75909551	+	0	NA	intron (NM_026816, intron 6 of 7)	intron (NM_026816, intron 6 of 7)	-45558	NM_026214	67516	Mm.390712	NM_026214	ENSMUSG00000046523	Kctd4	2210017A09Rik|AU017169	potassium channel tetramerisation domain containing 4	protein-coding
1860	chr17	83908978	83909164	+	0	NA	Intergenic	Intergenic	-54653	NR_155490	320021	Mm.379475	NR_155490		C430042M11Rik	-	RIKEN cDNA C430042M11 gene	ncRNA
1667	chr15	59811698	59811886	+	0	NA	Intergenic	Intergenic	-16833	NR_045076	100503021	Mm.402924	NR_045076	ENSMUSG00000115426	Gm19510	-	predicted gene, 19510	ncRNA
997	chr8	91376059	91376367	+	0	NA	intron (NM_011936, intron 1 of 8)	G-rich|Low_complexity|Low_complexity	62688	NM_011936	26383	Mm.4375	NM_011936	ENSMUSG00000055932	Fto	AW743446|mKIAA1752	fat mass and obesity associated	protein-coding
1836	chr17	66878185	66878395	+	0	NA	intron (NM_008984, intron 14 of 30)	intron (NM_008984, intron 14 of 30)	147945	NR_049205	100885844		NR_049205	ENSMUSG00000093508	Mir5709	Gm22041|mir-5709|mmu-mir-5709	microRNA 5709	ncRNA
1869	chr17	85908768	85908986	+	0	NA	Intergenic	Intergenic	-220623	NM_011380	20472	Mm.5039	NM_011380	ENSMUSG00000024134	Six2	-	sine oculis-related homeobox 2	protein-coding
685	chr6	15845918	15846146	+	0	NA	Intergenic	LTR33A_|LTR|ERVL	125371	NM_175088	16543	Mm.1314	NM_175088	ENSMUSG00000041390	Mdfic	Kdt1|Mdfid	MyoD family inhibitor domain containing	protein-coding
29	chr1	44564582	44564747	+	0	NA	intron (NM_028450, intron 1 of 10)	intron (NM_028450, intron 1 of 10)	12993	NM_028450	70676	Mm.133132	NM_027506	ENSMUSG00000056870	Gulp1	3110030A04Rik|5730529O06Rik|CED-6|Ced6|GULP|Gulp-2	GULP, engulfment adaptor PTB domain containing 1	protein-coding
1040	chr8	126839100	126839458	+	0	NA	Intergenic	Intergenic	-9741	NR_151740	414091	Mm.240068	NM_001033546		A630001O12Rik	Gm45803	RIKEN cDNA A630001O12 gene	ncRNA
1547	chr14	24162817	24163113	+	0	NA	intron (NM_027726, intron 12 of 30)	intron (NM_027726, intron 12 of 30)	74088	NR_106069	102465697		NR_106069	ENSMUSG00000105723	Mir7210	mir-7210|mmu-mir-7210	microRNA 7210	ncRNA
1039	chr8	124283984	124284287	+	0	NA	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	52741	NM_139272	108148	Mm.33808	NM_139272	ENSMUSG00000089704	Galnt2	AI480629	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
561	chr5	3919668	3920066	+	0	NA	Intergenic	Intergenic	-8319	NM_194462	100986	Mm.46044	NM_194462	ENSMUSG00000040407	Akap9	5730481H23Rik|AKAP-9|AKAP450|AW545847|C79026|G1-448-15|PRKA9|mKIAA0803|mei2-5|repro12	A kinase (PRKA) anchor protein (yotiao) 9	protein-coding
741	chr6	85296097	85296267	+	0	NA	intron (NM_178639, intron 3 of 13)	intron (NM_178639, intron 3 of 13)	37240	NM_178639	94282	Mm.121485	NM_178639	ENSMUSG00000033720	Sfxn5	C230001H08Rik	sideroflexin 5	protein-coding
1132	chr10	11253821	11254206	+	0	NA	Intergenic	LTRIS2|LTR|ERV1	-27317	NM_027968	71865	Mm.276229	NM_027968	ENSMUSG00000047648	Fbxo30	1700026A16Rik|MUSA1	F-box protein 30	protein-coding
638	chr5	104443593	104443788	+	0	NA	Intergenic	Lx9|LINE|L1	7498	NM_001204233	20750	Mm.288474	NM_009263	ENSMUSG00000029304	Spp1	2AR|Apl-1|BNSP|BSPI|Bsp|ETA-1|Eta|OP|Opn|Opnl|Ric|Spp-1	secreted phosphoprotein 1	protein-coding
1213	chr10	102578112	102578284	+	0	NA	Intergenic	Lx8|LINE|L1	65976	NM_146240	237504	Mm.282672	NM_146240	ENSMUSG00000044921	Rassf9	AW322107|Pamci	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	protein-coding
903	chr7	116620506	116620684	+	0	NA	Intergenic	Intergenic	116226	NM_001130479	53322	Mm.9901	NM_016773	ENSMUSG00000030659	Nucb2	AI607786|Calnuc|Nefa|Nesfatin-1	nucleobindin 2	protein-coding
644	chr5	108443256	108443477	+	0	NA	intron (NM_172883, intron 8 of 9)	intron (NM_172883, intron 8 of 9)	5734	NM_172883	243197	Mm.106818	NM_172883	ENSMUSG00000029490	Mfsd7a	4732482E20Rik|Mfsd7|Slc49a3	major facilitator superfamily domain containing 7A	protein-coding
1255	chr11	22762410	22762844	+	0	NA	Intergenic	Intergenic	97108	NM_016888	53625	Mm.395495	NM_016888	ENSMUSG00000051650	B3gnt2	AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	protein-coding
344	chr3	50886980	50887368	+	0	NA	Intergenic	Intergenic	-337273	NM_009834	12457	Mm.86541	NM_009834	ENSMUSG00000023087	Noct	AU043840|Ccr4|Ccrn4l	nocturnin	protein-coding
1187	chr10	77230029	77230330	+	0	NA	Intergenic	Intergenic	29044	NR_026944	100169878	Mm.420901	NR_026944	ENSMUSG00000078444	Gm10941	-	predicted gene 10941	ncRNA
195	chr2	60071903	60072098	+	0	NA	intron (NM_001001182, intron 2 of 35)	intron (NM_001001182, intron 2 of 35)	26735	NM_001370942	667103	Mm.491257	NM_001370942		Gm13570	-	predicted gene 13570	protein-coding
212	chr2	71546765	71546989	+	0	NA	promoter-TSS (NM_010054)	promoter-TSS (NM_010054)	-123	NM_010054	13392	Mm.3896	NM_010054	ENSMUSG00000023391	Dlx2	AW121999|Dlx-2|Tes-1	distal-less homeobox 2	protein-coding
391	chr3	109719265	109719524	+	0	NA	Intergenic	Intergenic	145387	NM_146139	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
1048	chr9	14702740	14702949	+	0	NA	intron (NM_001368836, intron 10 of 10)	intron (NM_001368836, intron 10 of 10)	15543	NM_001368836	330890	Mm.334969	NM_177905	ENSMUSG00000036912	Piwil4	9230101H05Rik|Miwi2|mAgo5	piwi-like RNA-mediated gene silencing 4	protein-coding
1778	chr17	11845144	11845326	+	0	NA	intron (NM_016694, intron 8 of 11)	intron (NM_016694, intron 8 of 11)	37954	NR_045808	52027	Mm.442257	NR_045808		D17Ertd648e	-	DNA segment, Chr 17, ERATO Doi 648, expressed	ncRNA
382	chr3	101906202	101906367	+	0	NA	intron (NM_001039371, intron 2 of 11)	intron (NM_001039371, intron 2 of 11)	18169	NM_001039371	242126	Mm.90204	NM_001039371	ENSMUSG00000033147	Slc22a15	2610034P21Rik|4930477M19|A530052I06Rik|BB219042	solute carrier family 22 (organic anion/cation transporter), member 15	protein-coding
446	chr4	30243761	30243967	+	0	NA	Intergenic	L1_Mus4|LINE|L1	-420732	NR_040655	75332	Mm.108636	NR_040655		4930556G01Rik	-	RIKEN cDNA 4930556G01 gene	ncRNA
826	chr7	29270615	29270864	+	0	NA	intron (NM_011464, intron 1 of 6)	intron (NM_011464, intron 1 of 6)	11238	NM_001082548	20733	Mm.295230	NM_011464	ENSMUSG00000074227	Spint2	AL024025|C76321|HAI-2	serine protease inhibitor, Kunitz type 2	protein-coding
2000	chr19	57325932	57326194	+	0	NA	intron (NR_040316, intron 1 of 2)	intron (NR_040316, intron 1 of 2)	-11144	NM_001362445	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding
916	chr7	135003200	135003512	+	0	NA	intron (NM_001033420, intron 29 of 51)	intron (NM_001033420, intron 29 of 51)	-64926	NM_001143802	627214	Mm.323610	NM_001143802	ENSMUSG00000073805	Insyn2a	B830028B13Rik|Fam196a|InSyn2	inhibitory synaptic factor 2A	protein-coding
900	chr7	112375086	112375547	+	0	NA	intron (NM_027587, intron 1 of 9)	intron (NM_027587, intron 1 of 9)	7008	NM_027587	100504195	Mm.291129	NM_027587	ENSMUSG00000038244	Micalcl	4921517J23Rik	MICAL C-terminal like	protein-coding
970	chr8	47494498	47494702	+	0	NA	intron (NM_177240, intron 28 of 29)	intron (NM_177240, intron 28 of 29)	38870	NM_177240	320714	Mm.39461	NM_177240	ENSMUSG00000038102	Trappc11	AW558465|D030016E14Rik|R75422	trafficking protein particle complex 11	protein-coding
1507	chr13	83724967	83725404	+	0	NA	intron (NR_152245, intron 1 of 3)	intron (NR_152245, intron 1 of 3)	-2921	NR_015561	320203	Mm.245636	NM_177100	ENSMUSG00000050334	C130071C03Rik	2810449C10Rik|ECONEXIN|EyeLinc1|Visc-1	RIKEN cDNA C130071C03 gene	ncRNA
1452	chr13	35035551	35036093	+	0	NA	Intergenic	Intergenic	-41678	NM_001110331	23986	Mm.491141	NM_011868	ENSMUSG00000021417	Eci2	Acbd2|Drs1|Hca88|Peci	enoyl-Coenzyme A delta isomerase 2	protein-coding
876	chr7	81351737	81352015	+	0	NA	exon (NM_007755, exon 9 of 12)	exon (NM_007755, exon 9 of 12)	-6642	NM_009092	20068	Mm.42767	NM_009092	ENSMUSG00000061787	Rps17	-	ribosomal protein S17	protein-coding
1559	chr14	45103561	45103772	+	0	NA	Intergenic	Lx7|LINE|L1	115555	NM_008964	19217	Mm.4630	NM_008964	ENSMUSG00000037759	Ptger2	EP2|Ptgerep2	prostaglandin E receptor 2 (subtype EP2)	protein-coding
1845	chr17	71337818	71338129	+	0	NA	intron (NR_028023, intron 2 of 2)	intron (NR_028023, intron 2 of 2)	3831	NR_028023	100043644	Mm.362377	NR_028023	ENSMUSG00000117199	Gm4566	-	ubiquitin specific peptidase 16 pseudogene	pseudo
1234	chr10	128961077	128961282	+	0	NA	promoter-TSS (NM_027853)	promoter-TSS (NM_027853)	-191	NM_027853	71664	Mm.337232	NM_027853	ENSMUSG00000025347	Mettl7b	0610006F02Rik|AI266817	methyltransferase like 7B	protein-coding
484	chr4	82940402	82940675	+	0	NA	non-coding (NR_154662, exon 24 of 36)	non-coding (NR_154662, exon 24 of 36)	-55387	NM_009887	12622	Mm.6780	NM_009887	ENSMUSG00000038192	Cer1	Cerl|Cerl1|Cerr1|cer-1	cerberus 1, DAN family BMP antagonist	protein-coding
260	chr2	129947979	129948182	+	0	NA	Intergenic	Intergenic	-64260	NM_009374	21818	Mm.2961	NM_009374	ENSMUSG00000027401	Tgm3	AI893889|TG E|TG(E)|TGE|TGase E|TGase-3|we	transglutaminase 3, E polypeptide	protein-coding
829	chr7	34943374	34943905	+	0	NA	intron (NM_008820, intron 5 of 14)	RMER1B|Other|Other	31232	NM_008820	18624	Mm.69751	NM_008820	ENSMUSG00000063931	Pepd	Pep-4|Pep4|dal	peptidase D	protein-coding
1619	chr14	102883270	102883495	+	0	NA	Intergenic	Intergenic	99250	NR_039592	100628599		NR_039592	ENSMUSG00000092901	Mir5130	mir-5130|mmu-mir-5130|mu-mir-5130	microRNA 5130	ncRNA
1440	chr13	16114607	16115069	+	0	NA	Intergenic	Intergenic	-91415	NR_155430	100503142	Mm.359204	NR_155430		B230303A05Rik	B230303A05|EG328191	U1 small nuclear ribonucleoprotein 1C pseudogene	pseudo
940	chr8	13740394	13740734	+	0	NA	intron (NM_001101519, intron 3 of 3)	intron (NM_001101519, intron 3 of 3)	-17092	NM_001357247	69957	Mm.182412	NM_027276	ENSMUSG00000038416	Cdc16	2700071J12Rik|2810431D22Rik|APC6	CDC16 cell division cycle 16	protein-coding
1228	chr10	121596871	121597202	+	0	NA	intron (NM_001081056, intron 22 of 24)	intron (NM_001081056, intron 22 of 24)	-10242	NM_019786	56480	Mm.34580	NM_019786	ENSMUSG00000020115	Tbk1	1200008B05Rik|AI462036|AW048562	TANK-binding kinase 1	protein-coding
126	chr1	166158778	166158978	+	0	NA	intron (NM_001360925, intron 3 of 5)	B2_Mm2|SINE|B2	28657	NM_001360925	59290	Mm.46357	NM_021610	ENSMUSG00000000544	Gpa33	2010310L10Rik|2210401D16Rik|BB116197|mA33	glycoprotein A33 (transmembrane)	protein-coding
1211	chr10	96123982	96124252	+	0	NA	Intergenic	Intergenic	-102090	NR_110448	74881	Mm.410819	NR_110448	ENSMUSG00000112762	4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
1749	chr16	93028687	93028903	+	0	NA	Intergenic	Intergenic	-202721	NM_001111021	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
1372	chr12	45074544	45074880	+	0	NA	promoter-TSS (NM_144552)	promoter-TSS (NM_144552)	-229	NM_144552	217517	Mm.285400	NM_144552	ENSMUSG00000046314	Stxbp6	BC024598|C85317	syntaxin binding protein 6 (amisyn)	protein-coding
1856	chr17	81480397	81480758	+	0	NA	intron (NM_001286684, intron 2 of 11)	intron (NM_001286684, intron 2 of 11)	257810	NM_001112798	20541	Mm.265834	NM_011406	ENSMUSG00000054640	Slc8a1	AI852629|AV344025|D930008O12Rik|Ncx1	solute carrier family 8 (sodium/calcium exchanger), member 1	protein-coding
130	chr1	176853261	176853457	+	0	NA	intron (NR_151682, intron 8 of 16)	intron (NR_151682, intron 8 of 16)	-17226	NR_037996	15365	Mm.441435	NR_037996		Hmga2-ps1	EG666235|Gm7996|Hmgic-ps1|[y]i-c	high mobility group AT-hook 2, pseudogene 1	pseudo
441	chr4	19648064	19648360	+	0	NA	intron (NR_074089, intron 8 of 23)	intron (NR_074089, intron 8 of 23)	60792	NR_074090	107568	Mm.78312	NM_177327	ENSMUSG00000041058	Wwp1	8030445B08Rik|AIP5|SDRP1|Tiul1	WW domain containing E3 ubiquitin protein ligase 1	protein-coding
190	chr2	49771122	49771486	+	0	NA	3' UTR (NM_008449, exon 26 of 26)	3' UTR (NM_008449, exon 26 of 26)	-16382	NM_027990	71897	Mm.41381	NM_027990	ENSMUSG00000026765	Lypd6b	2310010M24Rik|AW049525	LY6/PLAUR domain containing 6B	protein-coding
616	chr5	75980867	75981206	+	0	NA	Intergenic	Intergenic	-2581	NM_010612	16542	Mm.285	NM_010612	ENSMUSG00000062960	Kdr	6130401C07|Flk-1|Flk1|Krd-1|Ly73|VEGFR-2|VEGFR2|orv|sVEGFR-2	kinase insert domain protein receptor	protein-coding
2042	chrX	166238851	166239400	+	0	NA	5' UTR (NM_001177962, exon 1 of 8)	5' UTR (NM_001177962, exon 1 of 8)	182	NM_001177961	14758	Mm.222320	NM_023122	ENSMUSG00000031342	Gpm6b	AI593561|Gpm6|M6B	glycoprotein m6b	protein-coding
61	chr1	93015598	93015805	+	0	NA	3' UTR (NM_001110315, exon 47 of 47)	3' UTR (NM_001110315, exon 47 of 47)	9367	NM_177587	208760	Mm.235537	NM_177587	ENSMUSG00000045091	Aqp12	AB084104|mAQP12	aquaporin 12	protein-coding
1583	chr14	63076330	63076636	+	0	NA	Intergenic	Intergenic	21410	NR_046019	72609	Mm.387101	NR_046019		2700070H01Rik	-	RIKEN cDNA 2700070H01 gene	ncRNA
1055	chr9	25468843	25469021	+	0	NA	Intergenic	MER113|DNA|hAT-Charlie	-12665	NM_026189	67484	Mm.112977	NM_026189	ENSMUSG00000036611	Eepd1	2310005P05Rik|AI481005	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding
2012	chrX	36229071	36229444	+	0	NA	Intergenic	Intergenic	33353	NM_001358480	72693	Mm.297698	NM_028325	ENSMUSG00000036699	Zcchc12	2810028A01Rik|AV136720|Sizn1	zinc finger, CCHC domain containing 12	protein-coding
623	chr5	91672107	91672433	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	95030	NR_045383	73452	Mm.396233	NR_045383	ENSMUSG00000101978	1700063O14Rik	-	RIKEN cDNA 1700063O14 gene	ncRNA
628	chr5	96938841	96939060	+	0	NA	Intergenic	MLT2B3|LTR|ERVL	17678	NR_131152	666266	Mm.32442	NR_131152	ENSMUSG00000106357	Gm8013	EG666266	predicted gene 8013	ncRNA
651	chr5	118224741	118224936	+	0	NA	intron (NM_172998, intron 8 of 11)	intron (NM_172998, intron 8 of 11)	20023	NM_172998	269695	Mm.320042	NM_172998	ENSMUSG00000032850	Rnft2	AW049082|B830028P19Rik|Tmem118	ring finger protein, transmembrane 2	protein-coding
1695	chr16	5429490	5429797	+	0	NA	Intergenic	RMER15|LTR|ERVL	-173687	NM_027446	70511	Mm.45780	NM_027446	ENSMUSG00000022544	Eef2kmt	5730409G15Rik|Fam86|Fam86a|eEF2-KMT	eukaryotic elongation factor 2 lysine methyltransferase	protein-coding
286	chr2	150627272	150627604	+	0	NA	intron (NM_080575, intron 7 of 13)	intron (NM_080575, intron 7 of 13)	-18871	NM_027977	71881	Mm.26599	NM_027977	ENSMUSG00000033096	Apmap	2310001A20Rik|AI314817	adipocyte plasma membrane associated protein	protein-coding
402	chr3	129204550	129205094	+	0	NA	intron (NM_011098, intron 3 of 4)	intron (NM_011098, intron 3 of 4)	4944	NM_001286942	18741	Mm.246804	NM_011098	ENSMUSG00000028023	Pitx2	9430085M16Rik|Brx1|Brx1b|Munc30|Otlx2|Ptx2|Rieg	paired-like homeodomain transcription factor 2	protein-coding
1933	chr18	53378574	53378802	+	0	NA	intron (NM_029394, intron 3 of 6)	intron (NM_029394, intron 3 of 6)	39319	NM_008908	19038	Mm.4587	NM_008908	ENSMUSG00000024538	Ppic	CyP-20c	peptidylprolyl isomerase C	protein-coding
430	chr4	7364070	7364281	+	0	NA	Intergenic	Arthur1C|DNA|hAT-Tip100	-196513	NR_040645	71510	Mm.410775	NR_040645	ENSMUSG00000086070	8430436N08Rik	-	RIKEN cDNA 8430436N08 gene	ncRNA
513	chr4	104993008	104993374	+	0	NA	intron (NR_104376, intron 9 of 20)	intron (NR_104376, intron 9 of 20)	79630	NM_001285953	242594	Mm.65181	NM_001162980	ENSMUSG00000078612	Fyb2	1700024P16Rik|ARAP|C1orf168|Gm620	FYN binding protein 2	protein-coding
70	chr1	106962216	106962588	+	0	NA	Intergenic	L1_Mus3|LINE|L1	-18582	NM_172852	241196	Mm.110886	NM_172852	ENSMUSG00000048775	Serpinb13	5430417G24|HUR7|HURPIN|PI13|headpin	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13	protein-coding
1536	chr13	117852563	117853019	+	0	NA	intron (NM_010408, intron 3 of 7)	intron (NM_010408, intron 3 of 7)	-132780	NR_045508	71100	Mm.414841	NR_045508	ENSMUSG00000079048	4933413L06Rik	-	RIKEN cDNA 4933413L06 gene	ncRNA
1442	chr13	17185145	17185536	+	0	NA	intron (NM_138654, intron 12 of 13)	intron (NM_138654, intron 12 of 13)	509425	NM_138654	192136	Mm.364180	NM_138654	ENSMUSG00000055137	Sugct	5033411D12Rik|D17907	succinyl-CoA glutarate-CoA transferase	protein-coding
250	chr2	122126101	122126834	+	0	NA	intron (NM_026251, intron 7 of 17)	intron (NM_026251, intron 7 of 17)	-8081	NM_145531	214585	Mm.222303	NM_145531	ENSMUSG00000033396	Spg11	6030465E24Rik|A330015I11|C530005A01Rik	SPG11, spatacsin vesicle trafficking associated	protein-coding
878	chr7	83646208	83646440	+	0	NA	exon (NM_001360089, exon 5 of 7)	exon (NM_001360089, exon 5 of 7)	9171	NM_001360089	16170	Mm.10137	NM_010551	ENSMUSG00000001741	Il16	mKIAA4048	interleukin 16	protein-coding
612	chr5	67453432	67453626	+	0	NA	Intergenic	Intergenic	-10369	NR_015582	320479	Mm.387187	NR_015582	ENSMUSG00000107385	C330024D21Rik	-	RIKEN cDNA C330024D21 gene	ncRNA
1417	chr12	107653207	107653683	+	0	NA	Intergenic	Intergenic	82043	NR_045973	74968	Mm.359821	NR_045973	ENSMUSG00000085641	4930465M20Rik	4930431H15Rik	RIKEN cDNA 4930465M20 gene	ncRNA
1534	chr13	113659753	113659985	+	0	NA	Intergenic	Intergenic	3807	NM_019960	56534	Mm.41410	NM_019960	ENSMUSG00000051456	Hspb3	2310035K17Rik|AI844863|Hsbp3|spb3	heat shock protein 3	protein-coding
761	chr6	106663885	106664245	+	0	NA	intron (NM_001109749, intron 17 of 25)	B3|SINE|B2	84972	NM_008370	16192	Mm.3448	NM_008370	ENSMUSG00000005364	Il5ra	CD125|CDw125|Il5r	interleukin 5 receptor, alpha	protein-coding
809	chr7	4274001	4274291	+	0	NA	promoter-TSS (NM_011093)	promoter-TSS (NM_011093)	3	NM_011093	18729	Mm.326531	NM_008848		Pira6	12M1|Pira10|p91B	paired-Ig-like receptor A6	protein-coding
1947	chr18	67985995	67986159	+	0	NA	intron (NM_172631, intron 1 of 5)	intron (NM_172631, intron 1 of 5)	52904	NM_172631	52662	Mm.440183	NM_172631	ENSMUSG00000024544	Ldlrad4	8230401C20Rik|A430083H02|A430108L08Rik|C18orf1|D18Ertd653e|D330030L18Rik	low density lipoprotein receptor class A domain containing 4	protein-coding
1371	chr12	45073865	45074363	+	0	NA	intron (NM_144552, intron 1 of 5)	CpG	369	NM_144552	217517	Mm.285400	NM_144552	ENSMUSG00000046314	Stxbp6	BC024598|C85317	syntaxin binding protein 6 (amisyn)	protein-coding
1978	chr19	24463999	24464236	+	0	NA	intron (NM_008846, intron 1 of 14)	ORR1D1|LTR|ERVL-MaLR	13357	NM_026520	68034	Mm.440181	NM_026520	ENSMUSG00000074922	Fam122a	2410124L17Rik|2900009I07Rik|Gm9849	family with sequence similarity 122, member A	protein-coding
1951	chr18	74626927	74627273	+	0	NA	intron (NM_201600, intron 6 of 38)	intron (NM_201600, intron 6 of 38)	-95976	NR_045368	73606	Mm.444734	NR_045368		1700120E14Rik	-	RIKEN cDNA 1700120E14 gene	ncRNA
